#Datum;Uhrzeit;WR;Pac;DaySum;Status;Error;Pdc1;Pdc2;Pdc3;Udc1;Udc2;Udc3;Temp;Uac
05.03.14;18:20:00;1;3;37556;3;0;0;4;0;251;250;250;29;232
05.03.14;18:15:00;1;28;37556;3;0;3;10;6;258;258;258;30;233
05.03.14;18:10:00;1;74;37553;3;0;20;25;19;321;321;321;31;233
05.03.14;18:05:00;1;135;37547;3;0;34;47;39;365;365;365;31;233
05.03.14;18:00:00;1;197;37535;3;0;53;66;61;385;385;385;32;233
05.03.14;17:55:00;1;252;37519;3;0;81;75;77;395;394;395;32;232
05.03.14;17:50:00;1;317;37498;3;0;93;101;104;401;400;401;33;233
05.03.14;17:45:00;1;385;37471;3;0;118;131;124;405;404;405;34;233
05.03.14;17:40:00;1;692;37438;3;0;230;225;229;390;389;389;35;233
05.03.14;17:35:00;1;1540;37379;3;0;511;523;511;397;396;397;35;233
05.03.14;17:30:00;1;1892;37250;3;0;638;638;639;367;367;367;35;233
05.03.14;17:25:00;1;2146;37092;3;0;721;721;722;412;411;412;35;233
05.03.14;17:20:00;1;2454;36912;3;0;833;832;833;351;350;351;35;232
05.03.14;17:15:00;1;2824;36707;3;0;959;958;958;356;356;356;34;234
05.03.14;17:10:00;1;3383;36471;3;0;1150;1146;1148;373;372;372;35;233
05.03.14;17:05:00;1;3929;36189;3;0;1334;1330;1333;399;398;399;36;234
05.03.14;17:00:00;1;4656;35859;3;0;1579;1575;1577;432;431;431;37;234
05.03.14;16:55:00;1;4990;35470;3;0;1693;1690;1692;432;432;432;37;234
05.03.14;16:50:00;1;5352;35053;3;0;1817;1813;1816;431;430;431;38;234
05.03.14;16:45:00;1;5452;34607;3;0;1851;1847;1849;433;432;433;38;234
05.03.14;16:40:00;1;5741;34152;3;0;1949;1946;1949;433;433;433;39;235
05.03.14;16:35:00;1;6192;33674;3;0;2106;2104;2107;414;413;414;40;235
05.03.14;16:30:00;1;6465;33157;3;0;2200;2199;2201;409;408;409;40;235
05.03.14;16:25:00;1;6914;32618;3;0;2355;2351;2354;412;411;412;39;236
05.03.14;16:20:00;1;7453;32040;3;0;2539;2534;2537;417;416;417;38;236
05.03.14;16:15:00;1;6074;31423;3;0;2071;2069;2077;424;424;424;36;235
05.03.14;16:10:00;1;2110;30924;3;0;707;674;715;415;415;415;37;234
05.03.14;16:05:00;1;6576;30733;3;0;2222;2232;2220;411;410;411;41;235
05.03.14;16:00:00;1;8673;30180;3;0;2958;2953;2957;418;417;418;42;236
05.03.14;15:55:00;1;8834;29456;3;0;3014;3012;3014;417;416;417;42;236
05.03.14;15:50:00;1;8799;28720;3;0;3003;2998;3000;415;414;415;40;236
05.03.14;15:45:00;1;6973;27987;3;0;2376;2372;2374;420;419;419;39;235
05.03.14;15:40:00;1;5792;27407;3;0;1972;1970;1975;415;414;415;38;235
05.03.14;15:35:00;1;7055;26930;3;0;2414;2408;2411;414;413;414;39;235
05.03.14;15:30:00;1;4367;26338;3;0;1488;1494;1492;408;406;407;40;235
