#Datum;Uhrzeit;WR;Pac;DaySum;Status;Error;Pdc1;Pdc2;Pdc3;Udc1;Udc2;Udc3;Temp;Uac
03.03.14;16:00:00;1;1807;7032;3;0;604;598;611;440;440;440;35;235
03.03.14;15:55:00;1;1874;6882;3;0;629;626;629;442;441;442;35;235
03.03.14;15:50:00;1;1798;6726;3;0;608;588;609;441;441;441;35;236
03.03.14;15:45:00;1;1640;6576;3;0;548;550;547;439;438;439;35;236
03.03.14;15:40:00;1;1616;6439;3;0;536;551;532;437;437;437;35;236
03.03.14;15:35:00;1;1889;6304;3;0;633;628;637;439;438;439;36;235
03.03.14;15:30:00;1;2042;6146;3;0;685;684;686;439;438;439;37;236
03.03.14;15:25:00;1;2470;5975;3;0;832;829;832;439;439;439;37;236
03.03.14;15:20:00;1;3263;5768;3;0;1104;1100;1103;444;443;443;38;236
03.03.14;15:15:00;1;3913;5495;3;0;1325;1322;1324;447;447;447;37;236
03.03.14;15:10:00;1;3324;5169;3;0;1123;1124;1126;447;447;447;36;236
03.03.14;15:05:00;1;2927;4893;3;0;988;987;987;446;445;446;36;235
03.03.14;15:00:00;1;3088;4649;3;0;1043;1042;1042;448;447;448;35;235
03.03.14;14:55:00;1;3619;4391;3;0;1225;1222;1224;452;451;452;34;235
03.03.14;14:50:00;1;2763;4088;3;0;933;932;934;452;452;452;33;235
03.03.14;14:45:00;1;1886;3861;3;0;638;626;633;448;448;448;33;235
03.03.14;14:40:00;1;1677;3704;3;0;565;554;563;446;445;446;33;236
03.03.14;14:35:00;1;1419;3565;3;0;475;476;470;444;444;444;32;235
03.03.14;14:30:00;1;1393;3447;3;0;464;467;462;445;444;445;32;234
03.03.14;14:25:00;1;1751;3330;3;0;595;572;590;449;448;449;32;235
03.03.14;14:20:00;1;1406;3183;3;0;483;459;468;446;445;446;32;235
03.03.14;14:15:00;1;797;3068;3;0;266;254;271;435;435;435;32;235
03.03.14;14:10:00;1;1020;3001;3;0;343;333;342;441;440;440;32;234
03.03.14;14:05:00;1;900;2916;3;0;290;310;295;439;438;439;31;234
03.03.14;14:00:00;1;663;2841;3;0;217;222;217;433;432;433;31;234
03.03.14;13:55:00;1;1013;2786;3;0;345;326;339;442;442;442;31;234
03.03.14;13:50:00;1;811;2701;3;0;281;266;262;436;436;436;31;233
03.03.14;13:45:00;1;343;2634;3;0;103;112;114;413;413;413;31;234
03.03.14;13:40:00;1;586;2605;3;0;188;194;192;428;428;429;31;234
03.03.14;13:35:00;1;795;2555;3;0;267;265;258;437;436;436;31;233
03.03.14;13:30:00;1;617;2489;3;0;196;209;198;431;430;431;31;233
03.03.14;13:25:00;1;539;2438;3;0;175;175;178;427;426;426;31;234
03.03.14;13:20:00;1;793;2393;3;0;261;271;259;436;435;436;31;234
03.03.14;13:15:00;1;879;2325;3;0;284;300;291;439;438;439;31;235
03.03.14;13:10:00;1;774;2252;3;0;263;249;256;437;436;437;31;234
03.03.14;13:05:00;1;832;2187;3;0;277;270;280;438;437;438;31;234
03.03.14;13:00:00;1;767;2118;3;0;251;258;252;436;435;436;30;233
03.03.14;12:55:00;1;628;2054;3;0;201;217;201;431;431;431;30;234
03.03.14;12:50:00;1;467;2002;3;0;152;149;153;422;422;422;30;233
03.03.14;12:45:00;1;427;1963;3;0;145;137;132;420;419;420;30;232
03.03.14;12:40:00;1;561;1927;3;0;175;190;185;427;426;427;31;233
03.03.14;12:35:00;1;737;1880;3;0;255;231;247;433;432;433;31;233
03.03.14;12:30:00;1;911;1818;3;0;303;298;305;438;437;438;30;232
03.03.14;12:25:00;1;1044;1742;3;0;355;346;341;442;441;441;30;233
03.03.14;12:20:00;1;751;1655;3;0;244;250;249;436;435;436;29;233
03.03.14;12:15:00;1;551;1593;3;0;172;183;182;428;428;429;29;232
03.03.14;12:10:00;1;521;1547;3;0;169;168;168;427;426;427;29;233
03.03.14;12:05:00;1;556;1504;3;0;174;190;180;429;429;429;29;233
03.03.14;12:00:00;1;489;1458;3;0;166;151;164;426;425;426;29;232
03.03.14;11:55:00;1;561;1416;3;0;183;182;185;430;430;430;29;232
03.03.14;11:50:00;1;539;1369;3;0;169;174;179;429;428;429;29;232
03.03.14;11:45:00;1;389;1325;3;0;120;128;127;419;418;419;29;232
03.03.14;11:40:00;1;264;1293;3;0;87;81;83;406;405;405;29;231
03.03.14;11:35:00;1;271;1270;3;0;88;83;85;406;406;406;29;232
03.03.14;11:30:00;1;252;1248;3;0;80;80;79;403;403;403;29;232
03.03.14;11:25:00;1;274;1226;3;0;90;83;86;407;406;407;29;233
03.03.14;11:20:00;1;328;1203;3;0;104;104;107;413;413;413;29;232
03.03.14;11:15:00;1;480;1175;3;0;158;158;155;426;426;426;30;231
03.03.14;11:10:00;1;533;1135;3;0;167;175;175;429;428;428;30;231
03.03.14;11:05:00;1;502;1091;3;0;165;156;168;426;426;426;30;232
03.03.14;11:00:00;1;833;1049;3;0;279;272;274;439;438;439;30;232
03.03.14;10:55:00;1;1358;979;3;0;461;456;440;449;448;449;30;232
03.03.14;10:50:00;1;889;865;3;0;294;296;297;442;441;442;29;232
03.03.14;10:45:00;1;676;791;3;0;226;216;220;436;435;436;28;232
03.03.14;10:40:00;1;527;736;3;0;173;170;175;430;430;430;28;233
03.03.14;10:35:00;1;557;691;3;0;179;181;186;432;431;432;29;233
03.03.14;10:30:00;1;567;645;3;0;190;181;190;433;433;433;28;234
03.03.14;10:25:00;1;764;597;3;0;262;234;258;440;440;440;28;233
03.03.14;10:20:00;1;531;533;3;0;177;166;173;430;429;430;27;233
03.03.14;10:15:00;1;397;490;3;0;128;130;127;424;424;424;27;233
03.03.14;10:10:00;1;275;456;3;0;88;81;91;408;408;408;27;233
03.03.14;10:05:00;1;240;434;3;0;82;70;75;403;403;403;26;233
03.03.14;10:00:00;1;191;413;3;0;56;60;60;392;391;392;26;233
03.03.14;09:55:00;1;174;397;3;0;45;59;56;388;387;388;26;233
03.03.14;09:50:00;1;209;383;3;0;64;66;64;397;396;397;26;233
03.03.14;09:45:00;1;247;365;3;0;80;74;78;404;403;404;26;233
03.03.14;09:40:00;1;353;344;3;0;112;111;116;419;418;419;26;234
03.03.14;09:35:00;1;270;314;3;0;84;81;90;408;407;408;26;234
03.03.14;09:30:00;1;212;292;3;0;65;66;66;398;397;398;25;234
03.03.14;09:25:00;1;106;274;3;0;32;31;33;353;352;353;25;234
03.03.14;09:20:00;1;80;265;3;0;26;23;22;335;335;335;25;234
03.03.14;09:15:00;1;86;259;3;0;28;24;24;341;341;341;25;234
03.03.14;09:10:00;1;99;251;3;0;32;27;28;351;351;352;25;234
03.03.14;09:05:00;1;96;243;3;0;32;26;27;349;348;349;25;234
03.03.14;09:00:00;1;95;235;3;0;32;25;26;348;348;348;25;233
03.03.14;08:55:00;1;96;227;3;0;33;26;27;349;348;349;25;232
03.03.14;08:50:00;1;141;218;3;0;41;42;46;374;374;374;25;232
03.03.14;08:45:00;1;169;206;3;0;44;55;55;387;386;387;25;232
03.03.14;08:40:00;1;181;192;3;0;47;60;58;391;391;391;25;232
03.03.14;08:35:00;1;200;177;3;0;57;65;63;397;397;397;25;233
03.03.14;08:30:00;1;168;160;3;0;43;57;54;389;388;388;24;234
03.03.14;08:25:00;1;101;146;3;0;31;31;29;354;354;354;24;234
03.03.14;08:20:00;1;70;138;3;0;20;22;20;325;324;325;24;234
03.03.14;08:15:00;1;160;132;3;0;41;54;51;386;385;386;24;234
03.03.14;08:10:00;1;170;118;3;0;44;58;54;389;388;389;24;234
03.03.14;08:05:00;1;259;104;3;0;88;76;81;413;412;413;23;235
03.03.14;08:00:00;1;276;82;3;0;94;77;89;416;415;416;22;234
03.03.14;07:55:00;1;250;59;3;0;87;73;76;412;411;412;22;234
03.03.14;07:50:00;1;197;38;3;0;55;65;62;400;399;400;21;235
03.03.14;07:45:00;1;132;21;3;0;37;43;40;375;375;375;20;235
03.03.14;07:40:00;1;74;10;3;0;21;23;21;332;331;331;20;235
03.03.14;07:35:00;1;30;4;3;0;5;12;8;265;264;265;19;235
03.03.14;07:30:00;1;13;1;3;0;0;8;4;251;251;251;18;236
03.03.14;07:25:00;1;5;0;3;0;0;7;0;251;250;251;18;236
03.03.14;07:20:00;1;0;0;3;0;0;8;0;278;277;277;18;235
