#Datum;Uhrzeit;WR;Pac;DaySum;Status;Error;Pdc1;Pdc2;Pdc3;Udc1;Udc2;Udc3;Temp;Uac
01.03.14;10:25:00;1;1551;2477;3;0;514;544;496;449;448;449;32;234
01.03.14;10:20:00;1;1675;2348;3;0;565;557;557;450;450;450;32;233
01.03.14;10:15:00;1;1713;2208;3;0;573;564;581;449;448;449;32;233
01.03.14;10:10:00;1;1656;2065;3;0;555;548;557;449;448;449;32;233
01.03.14;10:05:00;1;1783;1927;3;0;597;590;603;450;450;450;32;233
01.03.14;10:00:00;1;1834;1778;3;0;616;617;610;453;452;452;32;232
01.03.14;09:55:00;1;1798;1625;3;0;602;597;607;453;452;453;32;233
01.03.14;09:50:00;1;1785;1475;3;0;606;585;602;455;454;455;31;233
01.03.14;09:45:00;1;1630;1326;3;0;547;536;551;454;454;454;31;233
01.03.14;09:40:00;1;1583;1190;3;0;534;526;527;454;453;454;31;233
01.03.14;09:35:00;1;1476;1059;3;0;500;485;495;453;453;453;31;233
01.03.14;09:30:00;1;1318;936;3;0;456;440;426;453;452;452;30;231
01.03.14;09:25:00;1;1179;826;3;0;389;398;393;451;450;450;30;232
01.03.14;09:20:00;1;1052;728;3;0;365;332;352;449;449;449;29;232
01.03.14;09:15:00;1;902;640;3;0;297;308;293;447;446;447;29;233
01.03.14;09:10:00;1;800;565;3;0;273;247;274;445;444;444;28;233
01.03.14;09:05:00;1;643;498;3;0;220;215;204;441;440;441;28;233
01.03.14;09:00:00;1;558;445;3;0;183;173;193;436;436;436;27;234
01.03.14;08:55:00;1;596;398;3;0;191;198;197;439;439;439;26;234
01.03.14;08:50:00;1;618;348;3;0;200;211;199;440;440;440;26;233
01.03.14;08:45:00;1;608;297;3;0;193;209;198;441;440;440;25;233
01.03.14;08:40:00;1;530;246;3;0;177;162;181;436;436;436;25;234
01.03.14;08:35:00;1;426;201;3;0;146;135;132;431;430;431;25;234
01.03.14;08:30:00;1;373;166;3;0;113;127;121;426;426;426;24;235
01.03.14;08:25:00;1;346;135;3;0;104;113;116;424;423;424;24;235
01.03.14;08:20:00;1;305;106;3;0;99;87;105;419;418;419;23;235
01.03.14;08:15:00;1;243;80;3;0;82;71;75;409;409;409;23;235
01.03.14;08:10:00;1;178;60;3;0;47;60;58;395;394;394;22;235
01.03.14;08:05:00;1;159;45;3;0;42;53;51;387;386;386;21;234
01.03.14;08:00:00;1;142;32;3;0;39;47;44;380;380;380;21;234
01.03.14;07:55:00;1;102;20;3;0;30;33;29;358;358;358;20;235
01.03.14;07:50:00;1;62;11;3;0;15;21;17;316;316;316;20;236
01.03.14;07:45:00;1;37;6;3;0;6;15;10;275;275;276;20;236
01.03.14;07:40:00;1;21;3;3;0;0;10;6;251;251;251;19;236
01.03.14;07:35:00;1;13;1;3;0;0;8;3;251;250;250;18;236
01.03.14;07:30:00;1;1;0;3;0;0;6;0;211;211;211;18;189
