#Datum;Uhrzeit;WR;Pac;DaySum;Status;Error;Pdc1;Pdc2;Pdc3;Udc1;Udc2;Udc3;Temp;Uac
04.03.14;16:05:00;1;1516;34188;3;0;516;498;513;407;407;407;36;234
04.03.14;16:00:00;1;4060;34065;3;0;1367;1380;1365;401;400;401;40;234
04.03.14;15:55:00;1;9164;33715;3;0;3130;3126;3129;401;400;401;42;235
04.03.14;15:50:00;1;9037;32953;3;0;3088;3081;3086;404;403;403;40;235
04.03.14;15:45:00;1;6420;32199;3;0;2182;2181;2185;405;405;405;40;235
04.03.14;15:40:00;1;8869;31663;3;0;3030;3023;3027;404;403;404;41;235
04.03.14;15:35:00;1;9620;30921;3;0;3285;3282;3286;409;408;408;38;236
04.03.14;15:30:00;1;3351;30120;3;0;1140;1138;1140;414;413;414;36;235
04.03.14;15:25:00;1;3995;29853;3;0;1352;1350;1352;416;416;417;39;238
04.03.14;15:20:00;1;7972;29508;3;0;2717;2714;2711;405;404;404;40;240
04.03.14;15:15:00;1;8418;28854;3;0;2866;2862;2867;409;409;409;41;240
04.03.14;15:10:00;1;8355;28144;3;0;2849;2845;2848;415;415;415;39;239
04.03.14;15:05:00;1;6582;27447;3;0;2237;2210;2239;425;425;425;35;239
04.03.14;15:00:00;1;1402;26913;3;0;466;473;469;407;407;407;36;237
04.03.14;14:55:00;1;4501;26797;3;0;1521;1532;1527;398;398;398;40;238
04.03.14;14:50:00;1;7529;26425;3;0;2568;2566;2567;398;397;398;41;239
04.03.14;14:45:00;1;9352;25783;3;0;3197;3193;3197;401;400;401;42;239
04.03.14;14:40:00;1;9662;25002;3;0;3300;3297;3301;408;407;408;42;240
04.03.14;14:35:00;1;8899;24196;3;0;3033;3029;3035;413;412;413;41;240
04.03.14;14:30:00;1;8041;23458;3;0;2746;2739;2743;410;409;410;41;239
04.03.14;14:25:00;1;9225;22780;3;0;3144;3141;3145;412;411;411;42;239
04.03.14;14:20:00;1;8792;22012;3;0;3003;2999;3003;410;410;410;41;238
04.03.14;14:15:00;1;7835;21281;3;0;2682;2673;2678;383;382;383;40;239
04.03.14;14:10:00;1;7486;20632;3;0;2559;2568;2571;392;391;391;41;239
04.03.14;14:05:00;1;8550;19999;3;0;2921;2919;2922;401;400;400;41;239
04.03.14;14:00:00;1;8353;19287;3;0;2852;2845;2850;432;431;431;37;240
04.03.14;13:55:00;1;2360;18598;3;0;812;772;807;438;438;438;34;238
04.03.14;13:50:00;1;1544;18407;3;0;511;522;514;428;427;428;34;237
04.03.14;13:45:00;1;1695;18278;3;0;559;582;557;426;426;426;34;238
04.03.14;13:40:00;1;1863;18132;3;0;629;617;631;420;419;420;34;237
04.03.14;13:35:00;1;2059;17983;3;0;688;698;686;408;407;407;38;237
04.03.14;13:30:00;1;6489;17804;3;0;2209;2207;2208;416;415;416;40;239
04.03.14;13:25:00;1;6677;17264;3;0;2275;2271;2275;412;411;412;40;239
04.03.14;13:20:00;1;6907;16709;3;0;2356;2354;2357;414;414;414;40;239
04.03.14;13:15:00;1;7451;16129;3;0;2540;2536;2539;415;415;415;40;239
04.03.14;13:10:00;1;7491;15509;3;0;2553;2550;2553;411;411;411;40;239
04.03.14;13:05:00;1;7122;14885;3;0;2427;2422;2426;422;421;422;40;239
04.03.14;13:00:00;1;6769;14294;3;0;2304;2299;2302;420;419;420;40;239
04.03.14;12:55:00;1;8065;13726;3;0;2752;2747;2749;418;417;417;40;239
04.03.14;12:50:00;1;7619;13054;3;0;2595;2592;2595;424;423;424;40;239
04.03.14;12:45:00;1;7768;12421;3;0;2647;2642;2646;426;426;426;40;238
04.03.14;12:40:00;1;7819;11772;3;0;2664;2660;2665;427;427;427;39;239
04.03.14;12:35:00;1;6955;11122;3;0;2369;2365;2368;428;428;428;39;238
04.03.14;12:30:00;1;6823;10544;3;0;2323;2320;2323;425;424;425;38;237
04.03.14;12:25:00;1;6472;9974;3;0;2204;2200;2203;421;421;421;37;238
04.03.14;12:20:00;1;6065;9435;3;0;2066;2060;2063;421;420;421;36;238
04.03.14;12:15:00;1;5920;8930;3;0;2017;2013;2016;412;412;413;36;238
04.03.14;12:10:00;1;5700;8436;3;0;1940;1936;1938;420;419;419;36;237
04.03.14;12:05:00;1;5508;7962;3;0;1874;1870;1874;423;422;422;36;235
04.03.14;12:00:00;1;5386;7503;3;0;1832;1829;1831;425;425;426;35;235
04.03.14;11:55:00;1;5120;7056;3;0;1739;1737;1740;435;434;434;35;235
04.03.14;11:50:00;1;4981;6630;3;0;1692;1689;1691;441;440;441;35;236
04.03.14;11:45:00;1;4873;6215;3;0;1655;1652;1655;442;442;443;36;236
04.03.14;11:40:00;1;4336;5809;3;0;1471;1468;1471;445;444;444;37;236
04.03.14;11:35:00;1;4514;5448;3;0;1531;1529;1531;450;449;450;38;237
04.03.14;11:30:00;1;4241;5072;3;0;1437;1434;1438;451;450;451;38;236
04.03.14;11:25:00;1;4054;4719;3;0;1373;1371;1373;452;451;451;37;236
04.03.14;11:20:00;1;4069;4380;3;0;1378;1376;1378;453;452;453;36;236
04.03.14;11:15:00;1;3089;4044;3;0;1042;1042;1042;446;445;445;36;235
04.03.14;11:10:00;1;4012;3784;3;0;1358;1358;1360;454;454;454;34;235
04.03.14;11:05:00;1;2531;3451;3;0;854;852;853;455;455;455;34;235
04.03.14;11:00:00;1;2139;3241;3;0;717;718;719;454;454;454;33;234
04.03.14;10:55:00;1;1884;3062;3;0;631;631;632;452;452;452;33;234
04.03.14;10:50:00;1;1958;2905;3;0;658;656;657;452;452;452;33;236
04.03.14;10:45:00;1;2111;2742;3;0;710;707;708;455;454;455;33;235
04.03.14;10:40:00;1;2146;2566;3;0;722;719;722;455;454;455;33;234
04.03.14;10:35:00;1;2113;2387;3;0;710;711;709;455;454;455;32;234
04.03.14;10:30:00;1;1965;2211;3;0;658;658;661;454;454;454;32;236
04.03.14;10:25:00;1;1929;2047;3;0;648;651;642;455;454;454;32;236
04.03.14;10:20:00;1;1894;1887;3;0;638;633;633;455;454;455;32;235
04.03.14;10:15:00;1;1838;1728;3;0;618;612;617;454;454;454;31;235
04.03.14;10:10:00;1;1758;1576;3;0;592;576;597;455;454;454;31;235
04.03.14;10:05:00;1;1643;1429;3;0;553;550;545;454;453;453;31;235
04.03.14;10:00:00;1;1682;1292;3;0;568;560;559;455;454;455;31;235
04.03.14;09:55:00;1;1415;1152;3;0;475;467;474;454;454;454;30;235
04.03.14;09:50:00;1;1422;1034;3;0;476;466;481;456;455;455;30;234
04.03.14;09:45:00;1;1287;915;3;0;423;450;415;454;454;454;30;234
04.03.14;09:40:00;1;1085;808;3;0;369;357;359;452;451;452;29;235
04.03.14;09:35:00;1;887;718;3;0;282;307;293;448;448;449;28;234
04.03.14;09:30:00;1;796;644;3;0;269;244;276;447;446;447;28;235
04.03.14;09:25:00;1;740;578;3;0;259;232;248;445;445;445;27;235
04.03.14;09:20:00;1;681;516;3;0;235;226;212;444;443;443;26;235
04.03.14;09:15:00;1;605;459;3;0;188;211;197;442;441;441;26;235
04.03.14;09:10:00;1;535;408;3;0;178;166;185;439;438;439;26;236
04.03.14;09:05:00;1;498;363;3;0;172;145;167;438;437;437;26;235
04.03.14;09:00:00;1;447;322;3;0;155;139;137;434;434;434;25;234
04.03.14;08:55:00;1;363;285;3;0;108;123;119;427;427;428;25;234
04.03.14;08:50:00;1;354;254;3;0;103;119;115;427;426;427;25;234
04.03.14;08:45:00;1;338;225;3;0;100;112;111;425;425;425;25;234
04.03.14;08:40:00;1;336;197;3;0;99;110;109;425;424;424;24;235
04.03.14;08:35:00;1;296;169;3;0;96;88;97;420;419;420;24;235
04.03.14;08:30:00;1;284;144;3;0;96;83;92;419;418;419;24;235
04.03.14;08:25:00;1;292;120;3;0;97;82;98;419;419;419;24;235
04.03.14;08:20:00;1;269;96;3;0;93;76;85;416;415;416;23;236
04.03.14;08:15:00;1;211;73;3;0;63;68;67;404;404;404;22;236
04.03.14;08:10:00;1;158;56;3;0;42;54;50;388;388;389;22;236
04.03.14;08:05:00;1;114;42;3;0;33;37;32;366;365;366;21;236
04.03.14;08:00:00;1;104;33;3;0;30;34;29;360;360;360;21;235
04.03.14;07:55:00;1;107;24;3;0;31;36;30;362;362;362;20;236
04.03.14;07:50:00;1;76;15;3;0;19;26;21;336;335;336;20;235
04.03.14;07:45:00;1;58;8;3;0;12;22;17;313;312;313;19;235
04.03.14;07:40:00;1;40;3;3;0;5;17;11;285;285;285;18;236
04.03.14;07:35:00;1;6;0;3;0;0;8;1;275;275;275;18;237
