#Datum;Uhrzeit;WR;Pac;DaySum;Status;Error;Pdc1;Pdc2;Pdc3;Udc1;Udc2;Udc3;Temp;Uac
24.02.14;18:05:00;1;0;39955;3;0;0;1;0;251;250;250;30;235
24.02.14;18:00:00;1;19;39954;3;0;2;9;4;253;253;253;30;234
24.02.14;17:55:00;1;68;39953;3;0;18;23;17;313;313;313;31;233
24.02.14;17:50:00;1;136;39947;3;0;34;47;40;361;361;361;32;229
24.02.14;17:45:00;1;214;39935;3;0;63;67;65;384;384;384;32;229
24.02.14;17:40:00;1;308;39917;3;0;92;97;101;398;397;398;33;230
24.02.14;17:35:00;1;425;39891;3;0;139;132;136;408;407;408;33;230
24.02.14;17:30:00;1;594;39855;3;0;187;193;195;417;416;417;34;231
24.02.14;17:25:00;1;942;39806;3;0;312;311;315;411;411;411;35;232
24.02.14;17:20:00;1;1191;39727;3;0;393;406;392;401;400;401;35;231
24.02.14;17:15:00;1;1668;39627;3;0;553;572;557;378;377;377;35;232
24.02.14;17:10:00;1;2758;39486;3;0;935;933;933;382;382;382;34;233
24.02.14;17:05:00;1;3249;39254;3;0;1100;1098;1100;402;401;401;34;234
24.02.14;17:00:00;1;3669;38983;3;0;1244;1241;1244;409;408;409;34;234
24.02.14;16:55:00;1;4374;38676;3;0;1486;1482;1484;407;406;407;35;234
24.02.14;16:50:00;1;4396;38311;3;0;1493;1491;1492;409;408;409;35;234
24.02.14;16:45:00;1;4073;37944;3;0;1382;1380;1382;407;406;407;35;235
24.02.14;16:40:00;1;3819;37606;3;0;1295;1293;1294;408;407;407;36;235
24.02.14;16:35:00;1;4493;37288;3;0;1529;1524;1527;389;388;388;37;235
24.02.14;16:30:00;1;4639;36912;3;0;1581;1577;1579;374;373;374;38;234
24.02.14;16:25:00;1;5227;36525;3;0;1783;1778;1780;366;365;366;39;234
24.02.14;16:20:00;1;6199;36087;3;0;2116;2113;2116;366;365;366;40;235
24.02.14;16:15:00;1;6204;35570;3;0;2116;2111;2114;386;385;385;40;235
24.02.14;16:10:00;1;6274;35055;3;0;2138;2132;2136;396;395;396;40;234
24.02.14;16:05:00;1;6713;34528;3;0;2290;2287;2290;378;377;378;40;235
24.02.14;16:00:00;1;6855;33969;3;0;2337;2334;2337;393;393;393;40;234
24.02.14;15:55:00;1;7100;33398;3;0;2420;2416;2420;395;395;395;40;235
24.02.14;15:50:00;1;7110;32806;3;0;2423;2419;2423;401;401;401;41;235
24.02.14;15:45:00;1;7489;32212;3;0;2553;2549;2554;402;401;402;41;235
24.02.14;15:40:00;1;7638;31588;3;0;2605;2602;2606;394;393;394;41;235
24.02.14;15:35:00;1;7628;30953;3;0;2602;2599;2604;399;398;399;40;235
24.02.14;15:30:00;1;7074;30318;3;0;2411;2408;2412;397;396;397;40;235
24.02.14;15:25:00;1;6986;29728;3;0;2381;2377;2380;405;405;406;40;235
24.02.14;15:20:00;1;7035;29146;3;0;2396;2390;2395;414;414;415;41;235
24.02.14;15:15:00;1;7790;28558;3;0;2653;2650;2654;418;418;418;41;234
24.02.14;15:10:00;1;8048;27909;3;0;2745;2740;2743;412;412;413;41;235
24.02.14;15:05:00;1;8258;27238;3;0;2815;2810;2815;417;416;417;42;235
24.02.14;15:00:00;1;8384;26546;3;0;2860;2853;2858;419;418;419;41;236
24.02.14;14:55:00;1;8247;25850;3;0;2810;2807;2811;418;417;418;41;235
24.02.14;14:50:00;1;8471;25163;3;0;2887;2883;2888;420;419;419;41;234
24.02.14;14:45:00;1;8524;24457;3;0;2907;2903;2906;414;413;414;42;236
24.02.14;14:40:00;1;8576;23746;3;0;2927;2922;2925;415;414;415;41;236
24.02.14;14:35:00;1;8949;23031;3;0;3057;3050;3053;408;407;408;42;236
24.02.14;14:30:00;1;8933;22284;3;0;3052;3046;3051;408;407;408;41;236
24.02.14;14:25:00;1;8040;21540;3;0;2748;2745;2748;382;381;381;40;235
