#Datum;Uhrzeit;WR;Pac;DaySum;Status;Error;Pdc1;Pdc2;Pdc3;Udc1;Udc2;Udc3;Temp;Uac
02.03.14;15:20:00;1;3948;18294;3;0;1330;1327;1335;431;431;431;34;235
02.03.14;15:15:00;1;3475;17974;3;0;1172;1170;1174;433;432;433;35;235
02.03.14;15:10:00;1;3101;17688;3;0;1048;1046;1048;429;428;429;38;234
02.03.14;15:05:00;1;7352;17424;3;0;2503;2502;2502;431;430;431;38;235
02.03.14;15:00:00;1;4776;16795;3;0;1616;1614;1618;440;439;440;37;235
02.03.14;14:55:00;1;3352;16413;3;0;1133;1131;1132;434;433;434;38;234
02.03.14;14:50:00;1;4552;16128;3;0;1550;1551;1541;440;439;440;38;235
02.03.14;14:45:00;1;5043;15748;3;0;1685;1689;1691;443;442;443;35;236
02.03.14;14:40:00;1;2134;15320;3;0;718;718;715;431;430;430;34;238
02.03.14;14:35:00;1;1940;15143;3;0;650;648;654;424;424;424;35;238
02.03.14;14:30:00;1;1738;14981;3;0;580;580;581;411;410;411;39;237
02.03.14;14:25:00;1;8397;14821;3;0;2868;2859;2858;421;420;421;41;240
02.03.14;14:20:00;1;8292;14132;3;0;2828;2824;2827;403;402;403;42;241
02.03.14;14:15:00;1;8940;13424;3;0;3058;3054;3056;386;386;386;40;240
02.03.14;14:10:00;1;7246;12678;3;0;2482;2477;2476;420;419;419;39;239
02.03.14;14:05:00;1;6547;12082;3;0;2222;2220;2221;430;430;430;39;239
02.03.14;14:00:00;1;6427;11539;3;0;2161;2161;2159;436;435;436;39;239
02.03.14;13:55:00;1;6923;11008;3;0;2339;2339;2343;430;429;430;38;239
02.03.14;13:50:00;1;6747;10443;3;0;2308;2305;2306;438;438;439;37;238
02.03.14;13:45:00;1;4998;9875;3;0;1718;1714;1717;439;438;438;37;239
02.03.14;13:40:00;1;5225;9458;3;0;1781;1778;1774;431;430;431;39;238
02.03.14;13:35:00;1;6359;9019;3;0;2168;2164;2168;430;429;430;40;239
02.03.14;13:30:00;1;8460;8486;3;0;2880;2878;2881;437;436;437;40;238
02.03.14;13:25:00;1;6172;7780;3;0;2096;2091;2091;457;456;457;35;237
02.03.14;13:20:00;1;2589;7270;3;0;875;876;864;449;448;449;34;236
02.03.14;13:15:00;1;1825;7054;3;0;614;605;614;442;442;443;34;235
02.03.14;13:10:00;1;1720;6902;3;0;577;565;584;443;442;443;34;235
02.03.14;13:05:00;1;1621;6759;3;0;539;543;542;443;442;443;34;235
02.03.14;13:00:00;1;1628;6623;3;0;545;547;540;444;443;444;34;235
02.03.14;12:55:00;1;1618;6488;3;0;539;547;536;444;443;444;34;234
02.03.14;12:50:00;1;1758;6353;3;0;589;583;591;445;445;445;34;235
02.03.14;12:45:00;1;2089;6205;3;0;700;700;702;447;446;447;34;234
02.03.14;12:40:00;1;2066;6031;3;0;706;674;701;447;447;447;33;233
02.03.14;12:35:00;1;1566;5860;3;0;520;523;526;445;444;445;33;233
02.03.14;12:30:00;1;1604;5729;3;0;538;539;531;445;445;446;33;234
02.03.14;12:25:00;1;1467;5595;3;0;491;497;481;444;444;444;33;234
02.03.14;12:20:00;1;1351;5473;3;0;451;441;458;443;442;442;34;234
02.03.14;12:15:00;1;1641;5360;3;0;552;549;542;445;444;445;34;234
02.03.14;12:10:00;1;1685;5223;3;0;565;552;573;444;443;444;34;234
02.03.14;12:05:00;1;1536;5083;3;0;503;538;498;442;441;442;34;234
02.03.14;12:00:00;1;1716;4955;3;0;575;567;579;443;442;443;34;234
02.03.14;11:55:00;1;2069;4811;3;0;694;693;695;446;445;446;34;234
02.03.14;11:50:00;1;2195;4637;3;0;738;740;736;447;446;447;34;234
02.03.14;11:45:00;1;1720;4455;3;0;576;576;575;442;442;442;34;233
02.03.14;11:40:00;1;2178;4312;3;0;732;728;735;447;447;447;34;233
02.03.14;11:35:00;1;1967;4132;3;0;661;662;657;447;446;447;34;233
02.03.14;11:30:00;1;1822;3968;3;0;609;613;608;448;447;448;33;234
02.03.14;11:25:00;1;1843;3817;3;0;618;610;624;448;448;448;33;234
02.03.14;11:20:00;1;2082;3662;3;0;701;698;700;449;448;449;33;234
02.03.14;11:15:00;1;1868;3489;3;0;631;627;620;450;449;450;33;233
02.03.14;11:10:00;1;1779;3334;3;0;600;583;603;449;448;449;33;233
02.03.14;11:05:00;1;1528;3186;3;0;514;512;505;448;448;448;33;233
02.03.14;11:00:00;1;1446;3058;3;0;490;462;498;449;448;449;33;233
02.03.14;10:55:00;1;1382;2938;3;0;468;449;470;447;446;447;33;234
02.03.14;10:50:00;1;1293;2823;3;0;435;437;425;447;446;447;32;234
02.03.14;10:45:00;1;1245;2715;3;0;404;431;406;445;444;445;32;233
02.03.14;10:40:00;1;1424;2611;3;0;476;465;483;447;446;447;32;233
02.03.14;10:35:00;1;1504;2492;3;0;503;502;503;448;447;447;32;233
02.03.14;10:30:00;1;1519;2366;3;0;505;508;508;449;448;448;32;233
02.03.14;10:25:00;1;1540;2240;3;0;509;523;512;448;448;448;32;233
02.03.14;10:20:00;1;1577;2111;3;0;520;543;518;447;447;447;32;233
02.03.14;10:15:00;1;2013;1979;3;0;676;674;676;453;452;453;32;235
02.03.14;10:10:00;1;1802;1811;3;0;604;605;601;451;451;451;32;233
02.03.14;10:05:00;1;1879;1661;3;0;639;611;640;454;453;454;31;233
02.03.14;10:00:00;1;1589;1504;3;0;535;537;522;452;451;451;31;234
02.03.14;09:55:00;1;1336;1372;3;0;444;467;428;451;450;450;31;234
02.03.14;09:50:00;1;1125;1261;3;0;376;365;383;449;448;449;31;234
02.03.14;09:45:00;1;1132;1168;3;0;377;366;388;449;449;449;31;234
02.03.14;09:40:00;1;1054;1073;3;0;361;335;357;449;449;449;30;234
02.03.14;09:35:00;1;1218;985;3;0;410;404;405;452;451;452;30;235
02.03.14;09:30:00;1;1175;883;3;0;387;401;390;453;452;453;29;236
02.03.14;09:25:00;1;634;786;3;0;207;208;212;439;438;438;29;233
02.03.14;09:20:00;1;663;733;3;0;217;215;216;439;439;439;29;230
02.03.14;09:15:00;1;929;678;3;0;308;311;306;448;448;449;28;230
02.03.14;09:10:00;1;869;600;3;0;286;280;296;447;446;447;27;230
02.03.14;09:05:00;1;966;527;3;0;325;327;312;450;449;450;27;232
02.03.14;09:00:00;1;716;446;3;0;236;237;235;443;443;443;26;232
02.03.14;08:55:00;1;383;387;3;0;122;122;127;426;425;426;26;232
02.03.14;08:50:00;1;260;356;3;0;88;78;81;412;411;412;25;233
02.03.14;08:45:00;1;272;334;3;0;92;78;84;414;413;414;25;233
02.03.14;08:40:00;1;257;311;3;0;91;75;77;412;411;412;25;233
02.03.14;08:35:00;1;253;290;3;0;91;73;74;411;410;411;25;233
02.03.14;08:30:00;1;234;268;3;0;75;72;72;407;406;407;24;233
02.03.14;08:25:00;1;364;249;3;0;109;123;118;426;425;426;24;232
02.03.14;08:20:00;1;350;218;3;0;105;117;114;426;425;426;24;232
02.03.14;08:15:00;1;310;189;3;0;100;93;103;422;421;422;24;232
02.03.14;08:10:00;1;319;163;3;0;100;95;108;423;422;423;23;233
02.03.14;08:05:00;1;396;136;3;0;125;132;127;410;431;432;22;234
02.03.14;08:00:00;1;355;103;3;0;107;118;118;428;427;428;22;234
02.03.14;07:55:00;1;388;73;3;0;121;127;125;431;430;431;21;234
02.03.14;07:50:00;1;269;41;3;0;88;80;86;416;415;416;20;234
02.03.14;07:45:00;1;167;18;3;0;47;56;52;389;388;389;20;235
02.03.14;07:40:00;1;31;4;3;0;4;13;9;271;271;271;19;234
02.03.14;07:35:00;1;16;2;3;0;0;8;5;251;251;251;18;234
02.03.14;07:30:00;1;11;0;3;0;0;8;2;254;254;254;18;234
