#Datum;Uhrzeit;WR;Pac;DaySum;Status;Error;Pdc1;Pdc2;Pdc3;Udc1;Udc2;Udc3;Temp;Uac
06.03.14;12:10:00;1;3337;5065;3;0;1129;1128;1129;451;450;451;36;237
06.03.14;12:05:00;1;2898;4790;3;0;979;975;979;451;450;450;35;237
06.03.14;12:00:00;1;2596;4548;3;0;876;873;876;449;448;449;35;236
06.03.14;11:55:00;1;2294;4333;3;0;772;771;772;447;446;446;35;235
06.03.14;11:50:00;1;2476;4141;3;0;833;833;835;448;448;448;34;235
06.03.14;11:45:00;1;2279;3935;3;0;767;766;767;450;449;450;34;236
06.03.14;11:40:00;1;2095;3745;3;0;704;703;703;449;449;449;34;236
06.03.14;11:35:00;1;2105;3571;3;0;707;706;708;450;450;450;34;236
06.03.14;11:30:00;1;2091;3396;3;0;703;702;703;451;451;451;33;236
06.03.14;11:25:00;1;2002;3221;3;0;673;670;672;451;450;451;33;236
06.03.14;11:20:00;1;2022;3054;3;0;683;682;670;452;451;452;33;236
06.03.14;11:15:00;1;1840;2885;3;0;622;615;613;451;451;451;33;235
06.03.14;11:10:00;1;1783;2732;3;0;599;584;606;451;450;451;33;236
06.03.14;11:05:00;1;1721;2583;3;0;579;565;583;451;451;451;33;236
06.03.14;11:00:00;1;1659;2440;3;0;558;547;561;452;451;452;33;236
06.03.14;10:55:00;1;1604;2302;3;0;537;537;536;451;451;451;33;235
06.03.14;10:50:00;1;1574;2168;3;0;531;526;522;452;451;451;32;235
06.03.14;10:45:00;1;1498;2037;3;0;500;503;499;452;451;452;32;235
06.03.14;10:40:00;1;1463;1912;3;0;495;471;500;451;451;452;33;236
06.03.14;10:35:00;1;1354;1790;3;0;461;456;440;451;451;451;32;236
06.03.14;10:30:00;1;1286;1677;3;0;428;451;410;450;450;450;32;236
06.03.14;10:25:00;1;1209;1570;3;0;389;422;400;449;449;449;32;236
06.03.14;10:20:00;1;1205;1469;3;0;382;427;397;450;450;450;32;235
06.03.14;10:15:00;1;1138;1369;3;0;376;377;385;449;449;449;32;235
06.03.14;10:10:00;1;1083;1274;3;0;365;345;372;449;448;449;31;234
06.03.14;10:05:00;1;1034;1183;3;0;344;341;348;448;448;448;31;234
06.03.14;10:00:00;1;995;1097;3;0;336;338;320;448;447;448;31;234
06.03.14;09:55:00;1;1048;1014;3;0;362;342;343;449;448;448;31;234
06.03.14;09:50:00;1;1036;926;3;0;355;339;339;449;449;449;30;232
06.03.14;09:45:00;1;821;840;3;0;269;276;272;445;444;445;30;234
06.03.14;09:40:00;1;787;772;3;0;267;244;269;444;443;444;30;235
06.03.14;09:35:00;1;840;706;3;0;269;282;283;446;446;446;29;235
06.03.14;09:30:00;1;797;636;3;0;266;249;276;445;444;445;29;235
06.03.14;09:25:00;1;746;569;3;0;257;230;254;444;444;444;28;234
06.03.14;09:20:00;1;682;507;3;0;235;226;214;442;441;442;27;235
06.03.14;09:15:00;1;616;450;3;0;194;211;199;440;439;440;27;235
06.03.14;09:10:00;1;531;399;3;0;174;162;184;436;436;436;26;235
06.03.14;09:05:00;1;494;355;3;0;168;146;165;434;434;434;26;235
06.03.14;09:00:00;1;429;314;3;0;149;136;134;431;431;431;26;235
06.03.14;08:55:00;1;415;278;3;0;142;135;130;430;429;430;26;234
06.03.14;08:50:00;1;395;243;3;0;122;132;125;427;427;427;25;234
06.03.14;08:45:00;1;374;210;3;0;113;130;122;427;426;427;25;233
06.03.14;08:40:00;1;326;178;3;0;101;99;109;421;420;421;25;234
06.03.14;08:35:00;1;296;151;3;0;98;83;102;418;417;418;25;233
06.03.14;08:30:00;1;261;126;3;0;93;74;83;413;412;412;24;234
06.03.14;08:25:00;1;235;104;3;0;81;70;70;408;407;407;24;234
06.03.14;08:20:00;1;207;84;3;0;61;66;65;401;400;401;23;234
06.03.14;08:15:00;1;177;67;3;0;46;60;58;395;394;394;23;233
06.03.14;08:10:00;1;149;52;3;0;39;50;48;382;382;382;22;233
06.03.14;08:05:00;1;128;40;3;0;37;41;39;374;373;373;22;234
06.03.14;08:00:00;1;107;29;3;0;32;33;30;360;360;360;21;235
06.03.14;07:55:00;1;89;20;3;0;27;27;25;348;348;348;21;235
06.03.14;07:50:00;1;61;12;3;0;15;20;17;315;315;315;20;235
06.03.14;07:45:00;1;42;7;3;0;8;16;12;285;285;285;20;236
06.03.14;07:40:00;1;24;3;3;0;2;10;6;253;253;253;20;235
06.03.14;07:35:00;1;14;1;3;0;0;8;4;251;251;251;18;235
06.03.14;07:30:00;1;5;0;3;0;0;7;0;257;257;257;18;236
