#Datum;Uhrzeit;WR;Pac;DaySum;Status;Error;Pdc1;Pdc2;Pdc3;Udc1;Udc2;Udc3;Temp;Uac
07.03.14;18:05:00;1;5;40771;3;0;0;5;0;251;250;250;30;233
07.03.14;18:00:00;1;33;40771;3;0;5;12;7;263;263;263;31;233
07.03.14;17:55:00;1;71;40768;3;0;19;25;18;315;315;315;31;234
07.03.14;17:50:00;1;122;40761;3;0;32;44;33;353;352;353;32;234
07.03.14;17:45:00;1;212;40751;3;0;63;68;64;382;381;382;32;234
07.03.14;17:40:00;1;334;40733;3;0;101;112;108;399;398;399;33;235
07.03.14;17:35:00;1;490;40705;3;0;163;153;161;410;409;409;34;236
07.03.14;17:30:00;1;635;40663;3;0;205;219;202;416;415;415;34;236
07.03.14;17:25:00;1;742;40610;3;0;258;229;247;419;418;419;34;236
07.03.14;17:20:00;1;858;40548;3;0;280;287;284;422;422;422;35;236
07.03.14;17:15:00;1;801;40476;3;0;265;252;276;419;418;419;35;236
07.03.14;17:10:00;1;883;40409;3;0;282;306;289;420;420;420;35;236
07.03.14;17:05:00;1;1013;40335;3;0;343;333;333;423;422;422;35;235
07.03.14;17:00:00;1;991;40251;3;0;334;308;342;420;419;420;35;235
07.03.14;16:55:00;1;1080;40168;3;0;354;356;365;420;419;420;35;235
07.03.14;16:50:00;1;1244;40077;3;0;407;431;408;422;421;422;35;236
07.03.14;16:45:00;1;1300;39973;3;0;433;443;426;420;420;420;35;236
07.03.14;16:40:00;1;1562;39865;3;0;514;531;519;421;420;420;35;236
07.03.14;16:35:00;1;2072;39733;3;0;696;695;696;425;424;424;35;236
07.03.14;16:30:00;1;2385;39560;3;0;803;801;802;424;423;423;34;237
07.03.14;16:25:00;1;3011;39360;3;0;1018;1014;1016;422;422;422;34;237
07.03.14;16:20:00;1;3527;39109;3;0;1193;1191;1194;420;419;420;34;237
07.03.14;16:15:00;1;4198;38813;3;0;1424;1421;1423;423;422;423;35;238
07.03.14;16:10:00;1;4122;38463;3;0;1397;1395;1397;425;424;424;35;237
07.03.14;16:05:00;1;4157;38120;3;0;1409;1406;1409;423;422;422;36;237
07.03.14;16:00:00;1;4493;37773;3;0;1523;1521;1524;421;420;421;37;237
07.03.14;15:55:00;1;4455;37398;3;0;1511;1508;1511;418;417;418;38;236
07.03.14;15:50:00;1;5070;37026;3;0;1722;1719;1721;417;417;417;39;238
07.03.14;15:45:00;1;6331;36602;3;0;2153;2150;2154;414;413;414;40;237
07.03.14;15:40:00;1;6828;36073;3;0;2324;2320;2324;415;414;415;40;238
07.03.14;15:35:00;1;6542;35502;3;0;2226;2223;2227;413;412;412;39;237
07.03.14;15:30:00;1;5750;34959;3;0;1957;1953;1955;410;409;410;40;237
07.03.14;15:25:00;1;7559;34480;3;0;2578;2571;2575;401;401;401;41;236
07.03.14;15:20:00;1;8381;33845;3;0;2860;2856;2859;403;403;403;41;237
07.03.14;15:15:00;1;8302;33147;3;0;2834;2830;2832;404;403;403;42;236
07.03.14;15:10:00;1;8442;32455;3;0;2883;2877;2881;401;401;401;41;236
07.03.14;15:05:00;1;7657;31752;3;0;2615;2608;2612;400;400;400;41;237
07.03.14;15:00:00;1;7346;31119;3;0;2504;2499;2502;401;400;401;41;234
07.03.14;14:55:00;1;7870;30505;3;0;2685;2681;2683;402;401;402;41;235
07.03.14;14:50:00;1;7870;29850;3;0;2685;2682;2685;395;394;394;41;235
07.03.14;14:45:00;1;8444;29191;3;0;2882;2878;2882;398;397;397;41;236
07.03.14;14:40:00;1;8537;28486;3;0;2915;2910;2913;404;403;404;42;236
07.03.14;14:35:00;1;8541;27776;3;0;2916;2910;2916;402;401;402;42;236
07.03.14;14:30:00;1;8724;27064;3;0;2979;2974;2977;404;404;404;42;236
07.03.14;14:25:00;1;8685;26336;3;0;2965;2960;2965;407;406;407;42;236
07.03.14;14:20:00;1;8738;25612;3;0;2983;2979;2983;407;407;407;41;236
07.03.14;14:15:00;1;8262;24884;3;0;2825;2820;2823;381;380;381;41;235
07.03.14;14:10:00;1;8030;24196;3;0;2747;2741;2746;378;378;378;41;235
07.03.14;14:05:00;1;8022;23527;3;0;2741;2736;2740;387;386;386;41;235
07.03.14;14:00:00;1;7836;22859;3;0;2677;2673;2676;389;389;389;40;235
07.03.14;13:55:00;1;7614;22208;3;0;2602;2597;2601;380;380;380;40;235
07.03.14;13:50:00;1;7340;21572;3;0;2505;2499;2505;398;397;398;40;236
07.03.14;13:45:00;1;7340;20962;3;0;2505;2500;2503;401;400;400;40;236
07.03.14;13:40:00;1;7068;20348;3;0;2409;2405;2408;410;410;410;40;235
07.03.14;13:35:00;1;6967;19760;3;0;2376;2372;2375;404;404;404;40;235
07.03.14;13:30:00;1;7025;19179;3;0;2391;2389;2392;412;412;412;40;235
07.03.14;13:25:00;1;7083;18593;3;0;2414;2412;2416;404;403;404;40;234
07.03.14;13:20:00;1;6870;18003;3;0;2341;2337;2340;410;410;410;40;235
07.03.14;13:15:00;1;6893;17433;3;0;2350;2345;2347;407;406;407;40;235
07.03.14;13:10:00;1;7099;16858;3;0;2418;2415;2418;412;411;412;40;234
07.03.14;13:05:00;1;7392;16266;3;0;2520;2515;2518;414;414;414;40;233
07.03.14;13:00:00;1;7502;15649;3;0;2558;2553;2557;416;415;416;40;235
07.03.14;12:55:00;1;7514;15024;3;0;2561;2557;2561;418;417;418;40;238
07.03.14;12:50:00;1;7462;14398;3;0;2544;2538;2543;418;418;418;39;240
07.03.14;12:45:00;1;7426;13776;3;0;2531;2528;2532;421;420;420;39;240
07.03.14;12:40:00;1;7322;13159;3;0;2495;2491;2494;424;423;424;40;239
07.03.14;12:35:00;1;7231;12544;3;0;2464;2461;2463;426;425;426;39;239
07.03.14;12:30:00;1;6922;11944;3;0;2359;2354;2357;422;422;422;38;239
07.03.14;12:25:00;1;6672;11368;3;0;2273;2270;2272;418;418;418;38;239
07.03.14;12:20:00;1;6342;10812;3;0;2160;2156;2159;416;415;416;37;239
07.03.14;12:15:00;1;6059;10284;3;0;2065;2060;2062;414;414;414;36;238
07.03.14;12:10:00;1;5691;9779;3;0;1938;1934;1936;415;414;415;35;238
07.03.14;12:05:00;1;5443;9305;3;0;1854;1849;1852;415;414;415;35;238
07.03.14;12:00:00;1;5237;8853;3;0;1783;1778;1781;419;418;419;35;238
07.03.14;11:55:00;1;5027;8417;3;0;1710;1705;1707;435;434;435;35;238
07.03.14;11:50:00;1;4936;7998;3;0;1677;1674;1675;437;436;437;35;238
07.03.14;11:45:00;1;4759;7587;3;0;1616;1613;1615;439;438;439;34;238
07.03.14;11:40:00;1;4687;7190;3;0;1590;1589;1590;439;439;439;35;237
07.03.14;11:35:00;1;4754;6800;3;0;1615;1611;1615;435;434;435;35;237
07.03.14;11:30:00;1;4699;6403;3;0;1595;1593;1595;438;437;438;35;237
07.03.14;11:25:00;1;4562;6010;3;0;1548;1546;1548;441;440;441;35;237
07.03.14;11:20:00;1;4440;5632;3;0;1507;1503;1506;445;444;445;36;236
07.03.14;11:15:00;1;4369;5261;3;0;1481;1480;1483;445;444;444;37;236
07.03.14;11:10:00;1;4248;4897;3;0;1440;1439;1441;442;441;441;38;237
07.03.14;11:05:00;1;4068;4544;3;0;1380;1378;1380;437;436;436;38;237
07.03.14;11:00:00;1;3935;4204;3;0;1334;1333;1335;438;438;438;37;236
07.03.14;10:55:00;1;3703;3877;3;0;1254;1253;1255;444;443;444;36;237
07.03.14;10:50:00;1;3391;3569;3;0;1145;1145;1146;458;457;458;35;237
07.03.14;10:45:00;1;2884;3286;3;0;973;972;972;460;460;461;34;236
07.03.14;10:40:00;1;2350;3048;3;0;790;790;792;453;453;453;34;236
07.03.14;10:35:00;1;2334;2852;3;0;786;783;784;455;454;455;34;236
07.03.14;10:30:00;1;2471;2657;3;0;832;831;833;457;456;457;33;236
07.03.14;10:25:00;1;2145;2452;3;0;721;720;721;454;454;454;33;236
07.03.14;10:20:00;1;2089;2272;3;0;704;705;694;455;454;455;33;236
07.03.14;10:15:00;1;1851;2098;3;0;619;614;627;453;452;452;33;236
07.03.14;10:10:00;1;2047;1944;3;0;688;686;686;456;455;456;32;236
07.03.14;10:05:00;1;1854;1773;3;0;634;604;626;454;453;454;32;236
07.03.14;10:00:00;1;1661;1619;3;0;562;536;569;452;452;453;32;235
07.03.14;09:55:00;1;1400;1481;3;0;475;457;473;453;452;452;32;235
07.03.14;09:50:00;1;1302;1364;3;0;436;440;430;453;452;453;32;235
07.03.14;09:45:00;1;1262;1256;3;0;412;435;417;453;452;453;31;235
07.03.14;09:40:00;1;987;1151;3;0;327;336;322;448;447;448;31;235
07.03.14;09:35:00;1;966;1069;3;0;314;337;312;448;447;448;31;234
07.03.14;09:30:00;1;980;988;3;0;328;340;309;448;448;449;31;235
07.03.14;09:25:00;1;920;906;3;0;291;329;295;448;447;448;30;235
07.03.14;09:20:00;1;812;830;3;0;268;267;272;446;445;445;30;235
07.03.14;09:15:00;1;804;762;3;0;267;261;270;446;445;446;30;236
07.03.14;09:10:00;1;798;695;3;0;268;252;273;446;446;446;29;236
07.03.14;09:05:00;1;780;628;3;0;264;241;268;446;445;446;29;236
07.03.14;09:00:00;1;752;563;3;0;260;236;250;446;445;445;28;235
07.03.14;08:55:00;1;738;500;3;0;262;234;235;445;445;446;27;235
07.03.14;08:50:00;1;639;439;3;0;205;224;204;443;442;442;26;235
07.03.14;08:45:00;1;563;385;3;0;179;188;187;440;439;440;26;235
